Date,AAPL,AMGN,AXP,BA,CAT,CSCO,CVX,DIS,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MRK,MMM,MSFT,NKE,PG,TRV,UNH,VZ,WBA,WMT
2000-01-20,0.8702175187426524,57.313041380574994,51.09642413435792,36.37943580890675,27.237884369732775,52.015808140441,39.45396988223373,29.257902218514705,86.89588284978944,67.74610410649892,53.39810452537508,100.3510469184468,44.17243021048731,48.13805249829598,49.444457038246135,30.5344163707414,41.99629360428091,76.05557174143921,45.65345082599483,56.74613885157109,6.057560627041068,53.16625083012264,35.683194598550486,6.2524951968113385,56.502145427597796,29.53989314486335,62.81452871357166
2000-01-21,0.8753812654481817,57.30725865251987,50.38290805438178,36.89264784667314,27.603547424791163,53.004208511121455,39.699511088832054,28.86888768002954,88.36667738888794,67.53671838086585,55.05515659763311,100.61056224138,46.24451748237158,48.768431658030245,50.34201759116624,30.541337996426904,41.95464179826202,76.24526054575598,47.13420316995628,56.040189865936846,5.951013773893524,53.12267516190939,37.01747110662522,6.019476693104243,56.850147219338986,29.883552884612104,62.72941250122907
2000-01-24,0.9161457450440966,57.33281956453974,50.258572735613704,38.14126289333386,28.34842839351791,51.549676179596666,40.147709372031336,29.382154911479443,89.56318927142675,69.89743560262055,55.301658746146465,101.61557530329688,47.59943695473812,49.05477482302977,50.03378931578697,30.51580647915044,42.26152940376786,76.23711210294297,47.28936093739061,55.358519725181004,5.9104853032692715,54.262750577806095,37.495959459697715,6.0144070185333565,56.41789083476223,29.88532042621085,62.137163501316046
2000-01-25,0.8811896547998562,56.29359689529757,51.18068711559003,39.03150531225724,28.118473403078454,49.02904202310269,40.192531642926824,30.31644757860566,91.03395093482787,69.53993962888973,56.18889726777969,99.52312660805843,47.57289417734149,50.3281916733097,49.76719044618789,29.593178229308347,41.61307740183438,75.55448032440276,46.61558510390583,53.800064546601845,6.077527984902249,55.05977596186152,36.87729792467999,5.951011481353399,57.15602792712235,29.142959214846456,62.108226039461385
2000-01-26,0.8545887741159336,56.62054500460119,50.732488725143874,40.396855114330016,27.27402990862095,47.718519710168806,39.94332606364233,30.05540091989738,91.06330321647245,68.58081308867519,54.04605570873164,100.70142805701852,48.861051359515386,51.57134948359691,48.6090652936159,29.363742475396027,41.41878138191239,75.76726752971608,45.98443589752631,53.600173719469346,6.1246729149674355,53.221933538475675,37.40955150806837,5.975003901833745,58.23818793677533,29.798618055851453,60.51885263305767
2000-01-27,0.8430422640238061,56.61516548790676,51.82754246105062,39.6005905021164,26.88989953843415,46.668975461219866,38.47061895718678,29.89168148722221,92.3747310742941,68.38881906866857,55.530461869239765,102.90568806534316,48.492196663429745,51.65775945546215,49.947764544836765,29.327070964500894,41.630678946490676,74.14384716953116,45.9341235417644,54.81215752721413,6.2314154578264285,52.90077874655917,36.77430767914614,5.972864264916518,57.43288083752425,29.9928423845677,60.88546172704176
2000-01-28,0.8376959453811723,55.71021945692698,51.75996334967598,39.29308557007568,27.048336674441547,49.05010114659408,37.094335138521636,30.908826903254106,96.28657142914389,66.9242415177772,54.58827965649244,105.67472168436248,47.6797790948186,51.70715658179752,52.45910472468574,29.20439292371436,40.46002648448505,75.46144197020226,45.85364081769874,55.053847493066755,6.251383567658273,52.43072821957196,37.385188990436625,6.003141401591953,55.67438750727742,29.876612672235357,60.64668192020904
2000-01-31,0.8186472029211167,55.77381781197601,51.856650274231356,39.06929059547782,26.90614595837213,49.24007577676587,38.12224633688818,30.600529177551802,95.92326916759299,67.85421588560742,53.52075493015643,106.31618833240299,45.39342465630442,51.45546940165119,53.38777501538565,29.46797473770514,40.793258931514586,74.85369184918537,45.6482570055803,56.6360098290182,6.218479706529968,53.15725025791165,37.12164280410006,6.004057082192351,56.00629873711735,30.94893043617428,60.59552334889729
2000-02-01,0.8171650257769243,58.03033405736659,50.723925849016766,38.98067985134885,28.189192643953742,49.903832754413834,39.60946072231833,29.909056664082403,97.45439447524213,69.04632354046302,54.892656621827776,106.62557940528568,43.65769884850942,52.19562044398293,53.068919625390535,28.908803064582393,41.595547243210966,75.11397662563004,45.90387887947189,58.39807579549597,6.240514668361188,52.546277829310384,37.340479770941656,5.910144881134721,56.406720947617636,30.329365088174068,60.750383819701185
2000-02-02,0.7988120293367644,58.841012945844284,50.29506829103836,38.38811239422683,28.35860766988714,50.91779423280658,40.54146281882739,29.87208247460555,93.95828238015356,70.21230204556011,54.25179626916982,109.3147446155514,43.490144062283505,51.973740769541884,52.48570931825572,27.58492054250274,42.19922703035943,75.465115523696,44.488001770238206,59.57446525815514,6.2454812628056935,51.09315246593242,37.08757781668974,6.001736364599156,56.28984293177456,29.933572494583146,59.62386378546584
2000-02-03,0.8316016782380123,59.0601411358347,49.83268346868975,39.17431535829605,28.324107837580446,49.52579421511996,39.55370733412571,29.902546592518615,92.96379374089392,68.683968948293,54.52070628673237,108.91538727884239,43.058861997724776,51.564729588050255,52.80410042601432,26.948975427780425,42.125596892263765,72.25177406420397,44.805550227022934,60.5500131290795,6.264867921813134,50.56094105428142,37.99037722751998,6.0138001864393,58.01974795436658,30.107867219619266,58.85965810922818
2000-02-04,0.8034225379661964,58.590802097400584,47.889959944223705,40.090320825129275,28.47760256830613,50.40062900449188,38.64417588905913,29.24878206719502,94.00655967020413,69.64654599060167,54.3498429382184,107.65185261049766,41.04535930479572,51.31077147551021,51.25801664789256,27.188517473901815,42.19721423007337,71.99814411015238,44.64479379792952,59.2802948571329,6.220822321951816,51.72809994305073,37.71583298076524,5.847622782012978,57.70519137111879,30.32801233652705,57.8870483301298
2000-02-07,0.7982919609923433,59.676773704142015,46.62755143177163,40.11292426299063,28.20365139332758,52.67202309571567,40.34368676495537,29.88896539236413,95.6536594507241,68.75074942838752,54.73713203918416,109.82719128384848,42.63089935216777,51.36823343332764,52.05027012484713,27.270618960737156,41.80841413354274,72.43908670185509,44.04864224163014,59.63390267249588,6.161221330171534,49.396586036767076,37.58634355140048,5.991824650047347,57.22432344410122,29.814372992131812,57.910592592289724
2000-02-08,0.7915300671315372,61.417094169398695,46.90837046173972,40.85063027708499,27.770499695030253,51.518464859651,40.83650475792344,29.57939794742605,98.01222260890715,70.62335892386652,57.07299759658984,111.17665417424138,43.58709680442319,51.63693220162783,52.21661398393192,27.34721309886383,41.29892385647881,70.8727311718257,43.62831521454318,60.83454568727369,6.0622657577572125,50.300517576411046,36.03158243783897,6.03359659365516,56.30765784739876,29.526932342330145,57.731432579529695
2000-02-09,0.7765132372180269,62.81686143064031,47.19020144137469,41.71313412965101,28.050527389945213,51.95199207543899,40.29112384726217,29.05199127587694,101.81390430592621,72.76274611070619,58.4374228850896,111.05454981735193,43.38084494928675,52.50092264315453,52.10826379874148,27.540150948194057,41.39683726320891,70.47913294910695,44.66880555735391,59.47607289232985,6.01975245600919,50.594939994223026,35.813134596321305,6.045845280875085,58.52850052816174,28.991840433086043,57.72906464097058
2000-02-10,0.7877473352391876,63.83164663155746,47.54725489447311,41.16030355889134,28.013470679438676,51.07937050088443,40.52774246078328,28.915917775719986,100.51620841051893,72.70750114335009,59.393969607570405,116.12361082154355,43.52453299725287,52.519982013382105,52.83861147493907,27.89153385598759,41.77148534169252,68.91600925841138,45.051976647097774,60.37241807611471,6.06406594984389,51.46207805940633,37.20541379224922,6.074940382210606,57.54742154359895,29.109532298407146,58.35519284093321
2000-02-11,0.7728721698873535,62.95561631209581,47.99950651759848,40.07555154661928,28.53546951914299,51.712106677434306,41.179217267559785,28.851257499968995,103.41857990316981,74.16142291949039,57.20387038983094,114.90288917499991,45.855649094962345,52.56878431945881,53.5835874839564,28.039941656962675,42.7600694278617,68.27741627066233,44.33263453895518,60.92008681066436,6.115133728106237,50.41670719673586,36.810111373422565,5.907993691750821,57.57259842999841,29.45564817324018,58.75462367154384
2000-02-14,0.7536150878077942,60.53525491103857,46.54759203621674,40.763700314752946,29.70554364639065,51.754815320034055,41.627346028042645,28.741529391514327,98.82362620039437,73.81260446851124,57.70920384244434,114.49549626030907,44.99623634036537,52.9595550015782,53.71773304415306,27.406832184835096,42.77153115834406,69.6035787813279,44.32353855149092,60.855091234053354,6.0686057561616975,49.38743274928179,37.20974059855629,6.175528457703802,57.714374215739475,28.905008386794158,59.59280367894218
2000-02-15,0.7125238531918043,62.24283123925892,47.692845975363596,40.79808918343496,29.736995755597437,51.0513211026814,41.32956197294885,28.589888512778867,99.95118771914449,72.3466959254486,56.28426685487652,114.46649051776048,45.673204823441175,53.13543590582999,53.56246928680022,26.71695658633162,42.5826952417681,70.08293419774262,43.864777507719346,59.54058501517586,5.92082613397072,49.8205437789891,37.828482715679165,6.146153160930004,57.59381931132282,28.626375919043458,58.70725331941566
2000-02-16,0.7196065944323526,61.641979502270665,47.95063618589904,40.883006759227904,30.069655721755744,51.016689942384716,42.07493861727448,29.19819653664684,102.21750119445839,74.20465153487704,54.1370253801331,114.63489199741937,45.89619073231302,53.44531392776817,57.115744873595865,27.128411760566895,42.928908481243845,69.66146196509828,43.06420203866033,59.947143112769304,5.816859861966895,49.00747357890283,38.25591825693157,6.273462633180333,58.16949988577704,29.073296300163715,61.44284288731248
2000-02-17,0.7178966150521386,61.322231017510106,47.37157885682833,42.952523202710324,29.936120706532826,51.41823116619088,40.760795900268526,28.457731851473707,103.36604980996445,75.6733374063967,53.948675771954846,114.47627376541654,48.69543192140225,55.44936317819703,57.35717255270053,26.49614699328245,43.17269251401287,69.34887014037035,42.37524604458014,58.60929403350441,5.722554189843938,49.550691683570946,37.34711614217145,6.239383061780931,58.00700940715851,28.858614102274455,61.36534628187672
2000-02-18,0.722219389243614,59.58011060271947,45.69652243599948,42.75814814833105,29.47952436834955,52.02653259115087,40.34634469498948,28.69785340604817,98.0695020703535,75.88868341715333,53.78020766119341,112.65218707412758,47.7221046240606,55.3412180896163,55.110269998641265,26.252651718652228,43.546691388205296,70.77918958926523,41.88602412030529,57.46326771764306,5.87345384343271,49.325665840538775,36.744207869680075,6.1360380613100345,59.79948034207464,29.13500796334941,59.97021478681092
2000-02-22,0.7547552934453061,60.43517462414607,45.121882977201004,43.08264989825531,30.96527252097613,51.02400180766431,40.84786443295974,28.31050105483898,98.98534928895648,74.62773150935347,52.98241182989604,112.94625945788782,46.57641594410062,55.65602072042547,53.431934730381826,25.98562309084396,43.64386439679462,70.6940872993338,42.31596311593902,58.40014136069309,5.954697180539503,49.46594835039879,36.1986655267044,6.270634109220967,61.65912065065735,29.057023737393774,59.940278140441045
2000-02-23,0.7462506751473743,58.72235956941448,46.2583767806457,41.84631529485898,31.65074876504925,48.863019087371086,41.43147283199407,28.16724307960177,98.62619471068005,72.43517293156897,52.91318085258382,113.68991628006869,47.16700028728057,56.350317693467744,55.427121178274874,26.266092252591093,42.89253675127447,70.44494566969779,42.77934046017971,57.1578419763336,5.930054997338588,49.54923056439037,35.67314889570841,6.28025890848492,61.97124665644002,28.6920236689669,59.70014556235606
2000-02-24,0.7344218941588705,59.4155991802911,45.42909888418026,39.92366405723899,33.65631249707514,49.12369737134706,39.47326218683603,27.9884534809597,95.54451776650504,74.73401989665524,51.65492057992466,115.12888176463294,46.862051484609864,57.12245969365255,55.64685575560408,26.46401630563466,43.8002997857784,68.99154033825582,42.010766584002354,57.20304003750714,5.859352492061673,51.20166313832548,35.997874591699315,6.5069771103319844,62.51204768506868,29.042280558286897,59.66157064966996
2000-02-25,0.6946094767362924,59.5881520228505,43.362414006303695,40.75078038486409,33.758322268954764,50.39058676681856,38.932661345966835,27.84842401053668,94.44656643309048,74.4100556571067,50.89131290007042,115.63594975867726,48.61922118491469,57.905881732182955,56.45939072745095,26.798671443035747,43.70836198198493,70.01413691294503,41.27541004504972,55.83424789469442,5.760645331040122,52.28844176233452,35.4112599646146,6.493972570406611,63.45065349967404,30.001859635174416,61.21454777312551
2000-02-28,0.6864659226106287,59.93328698317672,43.70292733237409,40.15973688156897,35.27763470394615,52.65766882073078,39.39584457646558,28.543191116235,92.75404421899268,75.611127815962,51.79433940432602,117.43523081761901,46.64611414983498,58.206402974802344,58.75250238426031,26.56017824587077,44.64834941061865,70.30846583840122,42.10458593410932,55.4768982577466,5.800890956797289,52.91633013651216,35.63313435222837,6.576719274981215,63.8664647421991,29.15901327911036,61.71121465497769
2000-02-29,0.6700358831661363,59.2845652226308,42.96921425732514,42.05509449685567,35.01265258997634,51.87297638873676,40.34115094564951,29.29894088470085,94.30398522788487,72.70528476056997,50.63086381114371,118.36445707927012,45.470839167442215,57.43796143247487,59.09989913470284,26.58257080424652,44.306421383373106,70.56046104389604,42.763183119545374,55.8093595446029,5.7006249643285125,54.300704178772335,36.44906497213827,6.448457414766103,65.79937429494206,29.53110373008651,61.23545791373136
2000-03-01,0.6787601138080478,58.56144262252781,44.225040106256195,41.49948953827235,35.587760940618644,54.20581018464539,39.9435187343075,29.219067658343185,95.01076257310758,72.71043106964046,49.83067619392402,116.15840512373383,44.53181435999276,57.999162362476305,59.2772361654545,26.570330720828803,44.14277130479446,72.05212412099327,42.20155659493928,55.49982046766702,5.839985680862404,54.469521862410694,35.99544024829726,6.435057793622888,65.63264580315904,29.62184664003233,62.11946891035447
2000-03-02,0.6811897783850287,57.11046752102674,43.49469426662988,41.688430378834425,34.95272519251547,54.59161700517209,39.84336515762435,30.12925182675226,94.22630511063058,73.26993311935081,52.37876988739163,115.19136858665955,43.89965492944328,57.01305551988841,59.33191478265109,27.198033511478265,43.190987313205675,72.92634489409883,42.661666515528985,55.16316976698056,5.94104713673732,53.551666247428095,35.98738229121901,6.5800694626585905,66.13207582306059,30.369337791677015,61.75943935853021
2000-03-03,0.6744569519071425,57.458231306522286,43.68740401041463,40.71765613459692,35.451023470613066,54.879305516970724,40.529447979484765,30.93444801021097,94.46122087803292,73.8620038593691,52.69679407589858,117.14905271036346,42.90362935314617,55.37724578163356,59.96598548254749,27.453316830993177,43.16615541839316,70.99877890925345,42.64983814081925,54.61330401630677,6.100505622231958,54.4591440883813,36.41213851992583,6.368265614282205,67.4576535080243,29.15807381105204,61.26479142846577
2000-03-06,0.6875016387780254,60.0828209950457,44.01298604825801,40.53160875109953,35.77673526795964,53.49692110972577,39.76333863294645,31.076873685383504,97.96298845664106,72.84647398859018,54.08918266062213,116.53157110063026,43.02417825097817,57.478613886244815,62.20103311897957,27.61294811612751,43.164225849556495,69.37643022541107,43.520941242054,53.81230331034076,5.981676961107462,55.70581616806502,36.02114321792775,6.601537324621275,68.85361151982717,29.707777947213124,61.74054435913562
2000-03-07,0.6649758114337544,58.06399359891463,43.67015613148115,40.773045643838365,35.474533601919774,53.66241765570088,40.24170165945161,31.01737482547542,99.37309763080076,72.2538755362323,54.043914437310036,118.52038595001483,41.65253399342395,56.947611506148945,60.61851977329228,27.717391469574654,43.877521052333236,71.376907233937,43.276615066337136,52.34037485118513,6.010912696998779,55.58129104739,35.79340985708308,6.35387248709294,68.19442965194149,29.80446339845387,61.42770974858889
2000-03-08,0.6239478516943191,57.2750563465639,42.44613173625056,40.86533128637015,35.79950302109333,54.8768530073856,40.97324786863911,31.889996422467227,99.31016458036582,72.27009486663519,54.49784739811926,120.04569074292682,40.91970787912126,56.9072659429929,61.383198035178644,28.21635382972557,43.70239626208308,69.3973336087395,43.79493310639456,53.66826733520707,6.1150261169177265,56.444671523250214,35.49622660348393,6.473293720448497,69.5741846833478,28.728070635913976,60.979400133312716
2000-03-09,0.6093773504052458,57.28184960309583,42.61746152249553,40.12099851849903,36.185519555834965,56.77982214066286,40.743385642546535,32.21100423525425,102.39437051915225,73.16341039208068,56.17455154532919,119.98138773230848,40.24824964385761,56.30471002089042,61.76505454564268,28.479277264637968,44.77541853892085,69.0892534764709,43.06956582733534,54.233760046910675,6.29634329463341,56.607609473115374,34.45657468901948,6.621188131844487,71.26346562287604,29.712238494213363,61.59320330515123
2000-03-10,0.6161684883679812,56.674382866445114,43.83060688502047,40.1855792162467,35.64336980555199,56.28887232141625,40.0574949271806,33.30974212087123,101.63402850204263,75.06152651227514,55.845669549846725,120.43835799608433,40.58741160912027,56.30147788994187,61.908394104844525,28.353971096274865,44.62956900877634,69.3578671952144,42.84744005381841,55.345580733701226,6.340098688167419,56.193584099211925,34.193759379907135,6.5981260579309975,70.41390914146601,29.824724512418957,61.49554602425368
2000-03-13,0.6222206087819975,56.96504226519058,42.94333985039187,39.630300919774605,34.70789607594285,53.78009736866251,41.574775943053254,33.411252099540896,98.74133883285253,73.74082677919166,57.10141291149174,121.6544552102465,41.07490280078702,56.478438375211766,61.145698666442144,28.74674573884914,44.52951182042237,69.40033700495529,43.83694125067749,55.973388670438,6.423295248837839,57.27681842912581,33.90587722687316,6.629127628966528,69.55573335170902,29.997169409201835,60.79485620313414
2000-03-14,0.6324933394321266,56.65908429878748,42.37150136182704,39.419577437320534,34.93968468513791,54.78173819751748,42.0720964895834,34.29457162790488,100.65203592196703,73.17897324221833,57.02961915113751,122.3467088003085,39.42335780446427,56.82618526593318,61.45137444996166,28.32521528655654,44.40007252584508,69.0762550381828,43.28095178624628,55.40488981788827,6.583851415053313,57.34123873099975,33.8718734752667,6.861496011149742,69.49345044127739,30.103967920795593,61.34051396178279
2000-03-15,0.6253727613292966,57.384223035017165,40.95662716876482,40.41252407143173,33.777407574723526,52.650580904310694,42.11668850205242,34.15042292815803,101.74951259803564,74.42760319837973,57.044421609354465,125.20670580137269,40.392167169525976,56.789474936799124,63.878262212306225,27.906243209248284,45.08556476667599,69.32394917797022,42.918337592834376,55.59342592090758,6.5428626963640655,57.6072407390978,32.586152977636345,6.812132930920744,68.31554385992014,29.674468084999866,60.699914530352075
2000-03-16,0.6541149708929427,60.19007416754301,39.45031847002855,40.62729914764018,33.90182267798482,51.17229123502341,42.42090083449916,34.361684538905216,101.56204760687643,74.75401301091819,54.92217568445261,122.41049604577745,37.95631370910935,55.21131348018989,63.28597869694264,28.81565953576567,46.816454112719256,67.22795602732633,42.085396501836684,54.113412004510664,6.7404719116500145,58.166726219159706,31.519247912037255,6.733290345900245,67.38248257501527,29.273109395142935,61.815874745484216
2000-03-17,0.6449024170180742,59.91139640477531,40.306049331143655,39.89715957477227,33.544030562621344,52.080785633780586,43.30112578903934,34.0640912191816,101.64745583110535,77.77563419502802,54.95549877901451,115.8188078195662,35.817156287043716,55.311577871609764,65.56661242111893,28.510032771082173,47.04911847975876,65.49488148848658,42.81255886775308,52.50326920905656,6.715747718919962,58.211965333687,31.22596449304274,6.686423150961006,66.94963766435094,29.726633093357542,61.509688829574735
2000-03-20,0.6584110240114964,58.610856353380406,39.9295324781622,38.08333331491058,32.77383509048219,51.728364144920384,44.400734250906645,35.17669880794193,103.11445530620244,76.30286667087736,53.77914292835057,115.65345803766108,34.50833533789775,54.8856722502329,69.2820678278774,28.80170024607725,47.08968218523717,64.73016423073891,42.828652163522484,52.894746651761224,6.608445742512395,57.256811480524824,30.765346952661723,6.429494853060139,67.11475263087938,30.014004511636738,61.952941222137945
2000-03-21,0.6704931653005867,56.95442210860482,39.677449849327395,37.768729832510715,32.353433216095766,51.1440638056527,43.578570329725856,34.74521723997806,106.54893338798884,74.72434171095206,53.16335966284317,115.4843832627854,34.73275221528745,56.61974690371774,67.6011513651933,28.76412029055336,47.97908108252317,63.9438327159727,43.668663551534266,52.717993594756535,6.673749304515781,57.444001933868826,30.504793685845485,6.697682766233217,67.6267533139666,29.546134580610627,62.00276898626129
2000-03-22,0.6926337619931101,57.59307790181828,40.46580817429106,37.43746446894604,31.227996555333497,52.067516414648004,44.70267776506936,34.481855340029256,104.89956917811237,72.44922270338012,53.52751080774355,113.5275130179694,35.14172458207616,56.92113457467935,69.43773852562585,28.543590869779504,47.63270444527783,62.16545675922781,44.08506452805665,54.36778877483076,6.6855068603274885,57.28565611333831,30.215888926067894,6.880610850504162,65.45137303726825,28.769381247643707,62.75255204464601
2000-03-23,0.6594236339080773,56.34022031742849,41.09504358574214,38.28103323151515,31.337035090059207,53.07334713514238,42.9808150235356,34.668569094753785,102.8100094332578,70.60921892718663,53.92578021511171,114.20044928827583,35.90389420022248,57.31650603404368,70.49466349388332,28.581703663595253,47.48458176511482,62.79176412049206,44.13037015360436,54.483484087286804,6.595652092826403,58.35883343898632,29.569760177726973,7.1699514970627,66.10388433934143,28.311270880626505,62.215610440107596
2000-03-24,0.680552922276755,55.66589329043188,41.902348860838934,37.110279688452955,31.79645010292124,53.528818455769944,43.34359122326857,35.34309555326985,103.87117485215518,68.5371406700768,52.349707084114186,114.92099649779574,36.83658425504736,57.017809836111155,71.35600705172713,28.517868710753064,47.178377747657514,62.562678849345154,44.625817913033224,53.662158082231976,6.663419482925002,57.850822039465776,29.36587526252471,7.284854210902387,66.2550524929725,28.885824166670368,62.66883541422476
2000-03-27,0.6630994127570944,55.81098898645845,41.91524263125855,35.65347206433374,30.287490012467945,55.55791636887163,42.70440178853043,35.254545565291885,105.14383910961877,69.469433908987,54.97021783578259,116.28495687546534,36.56070492805063,56.09336530546491,68.39537497231902,28.760884965086674,48.103711128421665,61.18237509952286,45.09405243405539,53.328230566424345,6.632614001333051,58.658751073322506,30.175623998850977,7.173413962238672,66.64523611539578,28.853020598335476,61.85288426503347
2000-03-28,0.6561071737671283,55.47721232623306,42.50547799475708,35.342921551554674,30.543553300197356,56.064507479973955,43.00732352711067,35.014057968142765,107.31191914307799,71.93033543809325,55.53028368177442,112.27707686322205,35.71800114247081,56.83805923789831,64.61279148171407,28.906926881192845,47.65458482728973,59.93763290239972,44.20716728990343,52.9170064478029,6.736584794447992,59.34256358110891,29.874977398977226,7.40024349402582,65.36246185783412,28.535538117156246,61.754516503802705
2000-03-29,0.6765025401228232,56.41138852245585,41.85081019445811,34.94089569833527,31.167303249848008,54.79124959629835,42.801970527735534,35.06146264114584,106.1126542754379,74.34913426468623,54.99140215030701,114.0181620236889,35.85118011159862,55.504445523380895,64.58833905436155,29.02542461860754,47.51190176641782,59.52079198481514,43.067268443646974,53.98930034529774,6.717809626602706,59.03183825499167,29.687495080267922,7.585533614130344,64.9859098453061,28.49018738957024,59.4687516411408
